DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,INI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7430,P7440,P7450,P7452,P7454,P7456,P7458,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921
5115177,1,6,1,54,1,1,262.33174491,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115178,1,1,1,54,1,1,333.23485232,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115178,1,2,1,54,1,1,333.23485232,54,2020,01,202001,80,1,4,8,2,,,9,2,,2,,,,,2
5115180,1,3,1,54,1,1,406.83208453,54,2020,01,202001,80,1,4,8,2,,,9,2,,2,,,,,2
5115182,1,2,1,54,1,1,418.49216604,54,2020,01,202001,80,1,1,8,2,,,12,2,,1,800000,,,,2
5115184,1,1,1,54,1,1,472.54301264,54,2020,01,202001,80,1,1,8,2,,,9,2,,2,,,,,2
5115184,1,2,1,54,1,1,472.54301264,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115185,1,1,1,54,1,1,423.44146332,54,2020,01,202001,80,1,4,8,2,,,9,2,,2,,,,,2
5115187,1,1,1,54,1,1,578.98169874,54,2020,01,202001,80,1,3,4,2,,,4,2,,2,,,,,2
5115187,1,2,1,54,1,1,578.98169874,54,2020,01,202001,80,1,1,2,2,,,2,2,,2,,,,,2
5115188,1,2,1,54,1,1,493.13059659,54,2020,01,202001,80,1,1,3,2,,,9,2,,2,,,,,2
5115189,1,3,1,54,1,1,512.66531399,54,2020,01,202001,80,1,4,4,2,,,8,2,,2,,,,,2
5115193,1,2,1,54,1,1,517.60778325,54,2020,01,202001,80,1,1,8,2,,,1,2,,2,,,,,2
5115195,1,4,1,54,1,1,403.84040685,54,2020,01,202001,80,1,1,4,2,,,4,2,,2,,,,,2
5115196,1,2,1,54,1,1,444.60456071,54,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115197,1,1,1,54,1,1,604.02618655,54,2020,01,202001,80,1,4,4,2,,,4,2,,2,,2,,500000,2
5115199,1,1,1,54,1,1,349.94489751,54,2020,01,202001,80,1,3,5,2,,,10,3,,2,,,,,3
5115199,1,2,1,54,1,1,349.94489751,54,2020,01,202001,80,1,3,1,2,,,9,2,,2,,1,48,1200000,2
5115200,1,6,1,54,1,1,534.96921842,54,2020,01,202001,80,1,2,4,2,,,4,2,,2,,,,,2
5115201,1,4,1,63,1,1,74.919983065,63,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115202,1,1,1,63,1,1,161.83664075,63,2020,01,202001,80,1,4,7,2,,,9,2,,2,,,,,2
5115203,1,1,1,63,1,1,160.79808002,63,2020,01,202001,80,1,4,5,2,,,11,3,,2,,,,,3
5115203,1,4,1,63,1,1,160.79808002,63,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115205,1,5,1,63,1,1,175.40262837,63,2020,01,202001,80,2,,,,1,1,1,2,,2,,,,877800,2
5115206,1,2,1,63,1,1,74.919983065,63,2020,01,202001,80,1,3,3,2,,,9,2,,2,,,,,2
5115207,1,1,1,63,1,1,156.06932313,63,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115208,1,1,1,63,1,1,290.00609078,63,2020,01,202001,80,1,1,8,2,,,9,2,,1,3000000,2,,828116,2
5115208,1,2,1,63,1,1,290.00609078,63,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115208,1,3,1,63,1,1,290.00609078,63,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115209,1,1,1,63,1,1,74.919983065,63,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115210,1,1,1,63,1,1,262.97558374,63,2020,01,202001,80,1,4,7,2,,,9,2,,2,,2,,700000,2
5115210,1,4,1,63,1,1,262.97558374,63,2020,01,202001,80,1,4,8,2,,,9,2,,2,,1,30,450000,2
5115210,1,6,1,63,1,1,262.97558374,63,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115212,1,1,1,63,1,1,131.36394999,63,2020,01,202001,80,1,4,7,2,,,11,3,,2,,,,,3
5115212,1,2,1,63,1,1,131.36394999,63,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115213,1,1,1,63,1,1,183.61885899,63,2020,01,202001,80,1,4,3,2,,,9,2,,2,,2,,828116,2
5115214,1,5,1,63,1,1,133.97277097,63,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115217,1,1,1,63,1,1,269.87014467,63,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115217,1,2,1,63,1,1,269.87014467,63,2020,01,202001,80,1,2,8,2,,,9,2,,2,,2,,800000,2
5115217,1,4,1,63,1,1,269.87014467,63,2020,01,202001,80,2,,,,2,,,2,,2,,1,20,400000,2
5115218,1,2,1,63,1,1,228.59541836,63,2020,01,202001,80,1,4,8,1,,4,1,2,,2,,,,,2
5115218,1,3,1,63,1,1,228.59541836,63,2020,01,202001,80,1,1,8,2,,,2,2,,1,828116,2,,877803,2
5115218,1,4,1,63,1,1,228.59541836,63,2020,01,202001,80,2,,,,2,,,2,,2,,1,48,877803,2
5115219,1,1,1,63,1,1,101.37890514,63,2020,01,202001,80,1,2,8,2,,,1,2,,2,,1,30,500000,2
5115219,1,2,1,63,1,1,101.37890514,63,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115221,1,3,1,63,1,1,118.81977038,63,2020,01,202001,80,1,4,9,2,,,9,2,,2,,,,,2
5115223,1,2,1,63,1,1,287.57058179,63,2020,01,202001,80,1,1,8,2,,,12,2,,2,,2,,98,2
5115223,1,3,1,63,1,1,287.57058179,63,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115223,1,4,1,63,1,1,287.57058179,63,2020,01,202001,80,1,2,6,2,,,9,2,,2,,2,,800000,2
5115226,1,2,1,63,1,1,161.97504875,63,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115226,1,4,1,63,1,1,161.97504875,63,2020,01,202001,80,1,4,9,2,,,12,1,1,2,,,,,1
5115229,1,2,1,63,1,1,178.84928926,63,2020,01,202001,80,1,1,6,2,,,9,2,,2,,1,40,828116,2
5115229,1,3,1,63,1,1,178.84928926,63,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115230,1,2,1,63,1,1,158.21787008,63,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115230,1,3,1,63,1,1,158.21787008,63,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115231,1,2,1,63,1,1,131.23495895,63,2020,01,202001,80,2,,,,1,1,1,2,,2,,1,48,700000,2
5115232,1,1,1,63,1,1,74.919983065,63,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115233,1,1,1,63,1,1,163.32269559,63,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115233,1,2,1,63,1,1,163.32269559,63,2020,01,202001,80,1,3,9,2,,,9,2,,2,,,,,2
5115235,1,1,1,63,1,1,157.76268679,63,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115235,1,2,1,63,1,1,157.76268679,63,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115238,1,1,1,63,1,1,136.93337575,63,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115238,1,2,1,63,1,1,136.93337575,63,2020,01,202001,80,1,4,4,2,,,8,3,,2,,,,,3
5115239,1,1,1,63,1,1,74.919983065,63,2020,01,202001,80,1,4,5,2,,,9,3,,2,,,,,3
5115239,1,4,1,63,1,1,74.919983065,63,2020,01,202001,80,1,4,4,2,,,8,2,,2,,,,,2
5115239,1,5,1,63,1,1,74.919983065,63,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115242,1,1,1,63,1,1,156.27663196,63,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115243,1,1,1,63,1,1,97.166543184,63,2020,01,202001,80,1,3,3,2,,,12,2,,2,,2,,400000,2
5115243,1,2,1,63,1,1,97.166543184,63,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115244,1,3,1,63,1,1,129.56251715,63,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115245,1,1,1,63,1,1,140.38127579,63,2020,01,202001,80,1,1,8,2,,,2,2,,2,,1,30,500000,2
5115247,1,1,1,63,1,1,190.91370571,63,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115247,1,2,1,63,1,1,190.91370571,63,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115248,1,2,1,63,1,1,155.45268618,63,2020,01,202001,80,1,2,3,2,,,9,2,,2,,,,,2
5115250,1,2,1,63,1,1,197.74430561,63,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115251,1,2,1,63,1,1,85.631907946,63,2020,01,202001,80,1,2,4,2,,,4,2,,2,,,,,2
5115251,1,3,1,63,1,1,85.631907946,63,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115252,1,1,1,63,1,1,88.984638433,63,2020,01,202001,80,1,4,5,2,,,4,3,,2,,,,,3
5115252,1,5,1,63,1,1,88.984638433,63,2020,01,202001,80,1,4,2,2,,,9,2,,2,,,,,2
5115252,1,6,1,63,1,1,88.984638433,63,2020,01,202001,80,1,4,8,2,,,8,2,,2,,,,,2
5115254,1,2,1,66,1,1,299.52680291,66,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115255,1,1,1,66,1,1,309.03705554,66,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115255,1,2,1,66,1,1,309.03705554,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115256,1,1,1,66,1,1,320.36854572,66,2020,01,202001,80,1,4,3,2,,,8,2,,2,,,,,2
5115256,1,2,1,66,1,1,320.36854572,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115256,1,4,1,66,1,1,320.36854572,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115258,1,1,1,66,1,1,333.1398575,66,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115258,1,4,1,66,1,1,333.1398575,66,2020,01,202001,80,1,2,6,2,,,11,2,,2,,,,,2
5115262,1,1,1,66,1,1,302.66735377,66,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115263,1,1,1,66,1,1,548.06949964,66,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115263,1,4,1,66,1,1,548.06949964,66,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115264,1,3,1,66,1,1,592.9675043,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115266,1,4,1,66,1,1,302.50184342,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115268,1,3,1,66,1,1,379.60375842,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115272,1,2,1,66,1,1,725.27919781,66,2020,01,202001,80,1,2,3,2,,,9,2,,2,,2,,1500000,2
5115277,1,2,1,66,1,1,326.9593386,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115280,1,2,1,66,1,1,267.66504805,66,2020,01,202001,80,1,2,5,2,,,10,3,,2,,,,,3
5115281,1,1,1,66,1,1,600.385782,66,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115282,1,3,1,66,1,1,582.31282998,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115284,1,1,1,66,1,1,725.52452443,66,2020,01,202001,80,1,1,3,1,,1,9,2,,2,,,,5000000,2
5115287,1,1,1,66,1,1,261.29223501,66,2020,01,202001,80,1,4,7,2,,,8,2,,2,,,,,2
5115287,1,2,1,66,1,1,261.29223501,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115287,1,3,1,66,1,1,261.29223501,66,2020,01,202001,80,1,4,6,2,,,4,2,,2,,,,,2
5115288,1,1,1,66,1,1,246.46768432,66,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115288,1,3,1,66,1,1,246.46768432,66,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115289,1,1,1,66,1,1,285.7646794,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115289,1,2,1,66,1,1,285.7646794,66,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115291,1,2,1,66,1,1,267.66504805,66,2020,01,202001,80,1,4,7,2,,,8,2,,2,,,,,2
5115294,1,1,1,66,1,1,140.73499502,66,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115294,1,2,1,66,1,1,140.73499502,66,2020,01,202001,80,1,3,4,2,,,4,2,,2,,,,,2
5115296,1,1,1,66,1,1,332.05464586,66,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115297,1,1,1,66,1,1,300.192891,66,2020,01,202001,80,1,4,4,2,,,8,2,,2,,,,,2
5115298,1,1,1,66,1,1,167.38056926,66,2020,01,202001,80,1,4,3,2,,,8,2,,2,,,,,2
5115299,1,1,1,66,1,1,300.192891,66,2020,01,202001,80,1,3,9,2,,,10,3,,2,,,,,3
5115301,1,1,1,66,1,1,151.21766193,66,2020,01,202001,80,1,2,4,2,,,4,2,,2,,,,,2
5115304,1,1,1,66,1,1,164.94312003,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115304,1,4,1,66,1,1,164.94312003,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115307,1,2,1,66,1,1,149.5801216,66,2020,01,202001,80,1,1,8,2,,,4,2,,2,,,,,2
5115309,1,2,1,66,1,1,767.22289347,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115311,1,2,1,66,1,1,327.29589669,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115312,1,3,1,66,1,1,379.60375842,66,2020,01,202001,80,1,2,2,2,,,2,2,,2,,,,,2
5115315,1,1,1,66,1,1,535.3300961,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115316,1,3,1,66,1,1,704.67048477,66,2020,01,202001,80,1,1,6,2,,,9,2,,2,,1,48,1300000,2
5115317,1,1,1,66,1,1,645.43866844,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115317,1,5,1,66,1,1,645.43866844,66,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115317,1,6,1,66,1,1,645.43866844,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115318,1,1,1,66,1,1,300.192891,66,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115319,1,2,1,66,1,1,535.3300961,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115320,1,1,1,66,1,1,300.192891,66,2020,01,202001,80,1,4,3,2,,,4,2,,2,,,,,2
5115321,1,2,1,66,1,1,340.53225069,66,2020,01,202001,80,1,3,3,2,,,9,2,,2,,,,,2
5115321,1,3,1,66,1,1,340.53225069,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115322,1,1,1,66,1,1,304.48758036,66,2020,01,202001,80,1,3,9,2,,,11,3,,2,,,,,3
5115323,1,1,1,66,1,1,248.94214709,66,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115323,1,3,1,66,1,1,248.94214709,66,2020,01,202001,80,1,3,7,2,,,1,2,,2,,1,48,828116,2
5115324,1,1,1,66,1,1,725.06046462,66,2020,01,202001,80,1,3,3,2,,,9,2,,2,,,,,2
5115325,1,2,1,66,1,1,581.93446424,66,2020,01,202001,80,1,2,3,2,,,9,2,,2,,,,,2
5115326,1,5,1,66,1,1,633.06463755,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115327,1,2,1,66,1,1,803.32163578,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115327,1,3,1,66,1,1,803.32163578,66,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115328,1,2,1,66,1,1,708.67444246,66,2020,01,202001,80,1,2,3,2,,,9,2,,2,,,,,2
5115332,1,1,1,68,1,1,783.41866715,68,2020,01,202001,80,1,1,8,2,,,12,1,,1,828116,2,,828116,2
5115332,1,4,1,68,1,1,783.41866715,68,2020,01,202001,80,1,3,4,2,,,4,2,,2,,,,,2
5115333,1,2,1,68,1,1,774.97044129,68,2020,01,202001,80,1,4,3,1,,3,9,2,,2,,1,24,500000,2
5115334,1,4,1,68,1,1,290.41097948,68,2020,01,202001,80,2,,,,1,1,2,2,,2,,,,,2
5115335,1,1,1,68,1,1,389.01808738,68,2020,01,202001,80,1,4,4,2,,,4,3,,2,,,,,3
5115335,1,2,1,68,1,1,389.01808738,68,2020,01,202001,80,1,4,4,2,,,4,3,,2,,,,,3
5115335,1,4,1,68,1,1,389.01808738,68,2020,01,202001,80,1,4,3,2,,,8,2,,2,,,,,2
5115335,1,5,1,68,1,1,389.01808738,68,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115336,1,1,1,68,1,1,1071.5119964,68,2020,01,202001,80,1,3,4,2,,,4,2,,2,,,,,2
5115336,1,2,1,68,1,1,1071.5119964,68,2020,01,202001,80,1,4,9,2,,,9,2,,2,,,,,2
5115336,1,3,1,68,1,1,1071.5119964,68,2020,01,202001,80,1,4,3,2,,,4,2,,2,,,,,2
5115336,1,4,1,68,1,1,1071.5119964,68,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115337,1,1,1,68,1,1,707.35119575,68,2020,01,202001,80,1,4,5,2,,,10,3,,2,,1,48,1000000,3
5115340,1,1,1,68,1,1,1071.5119964,68,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115340,1,2,1,68,1,1,1071.5119964,68,2020,01,202001,80,1,4,3,2,,,9,2,,2,,1,48,1000000,2
5115340,1,3,1,68,1,1,1071.5119964,68,2020,01,202001,80,1,4,9,2,,,4,3,,2,,2,,98,3
5115345,1,2,1,68,1,1,584.54279465,68,2020,01,202001,80,2,,,,2,,,2,,2,,2,,2200000,2
5115346,1,1,1,68,1,1,507.6159847,68,2020,01,202001,80,1,4,9,2,,,10,3,,2,,,,,3
5115348,1,1,1,68,1,1,500.70727727,68,2020,01,202001,80,1,1,8,2,,,9,2,,2,,1,48,900000,2
5115349,1,1,1,68,1,1,848.6619752,68,2020,01,202001,80,1,4,1,2,,,9,2,,2,,1,24,800000,2
5115364,1,2,1,68,1,1,658.23432856,68,2020,01,202001,80,1,4,3,2,,,9,2,,2,,2,,877000,2
5115365,1,3,1,68,1,1,668.13395943,68,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115366,1,1,1,68,1,1,771.88470198,68,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115370,1,2,1,68,1,1,621.93218834,68,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115373,1,3,1,70,1,1,99.863690995,70,2020,01,202001,80,1,2,2,2,,,2,2,,2,,,,,2
5115373,1,4,1,70,1,1,99.863690995,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115375,1,1,1,70,1,1,107.9366421,70,2020,01,202001,80,1,1,5,2,,,10,2,,2,,,,,2
5115375,1,2,1,70,1,1,107.9366421,70,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115376,1,2,1,70,1,1,99.863690995,70,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115376,1,4,1,70,1,1,99.863690995,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115378,1,9,1,70,1,1,50.534929356,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115379,1,2,1,70,1,1,105.43133657,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115380,1,1,1,70,1,1,63.827139248,70,2020,01,202001,80,1,4,4,2,,,8,2,,2,,2,,500000,2
5115381,1,1,1,70,1,1,137.42739122,70,2020,01,202001,80,1,4,3,2,,,1,2,,2,,1,24,400000,2
5115382,1,3,1,70,1,1,127.08349105,70,2020,01,202001,80,1,4,2,2,,,2,2,,2,,1,48,877803,2
5115384,1,2,1,70,1,1,126.73980868,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115384,1,4,1,70,1,1,126.73980868,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115388,1,3,1,70,1,1,126.94117687,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115388,1,4,1,70,1,1,126.94117687,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115389,1,1,1,70,1,1,91.432031975,70,2020,01,202001,80,1,4,3,2,,,9,2,,2,,1,24,400000,2
5115389,1,4,1,70,1,1,91.432031975,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115394,1,3,1,70,1,1,116.02511278,70,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115399,1,1,1,73,1,1,487.37669215,73,2020,01,202001,80,1,3,4,2,,,4,2,,2,,1,48,800000,2
5115399,1,3,1,73,1,1,487.37669215,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115400,1,1,1,73,1,1,518.29378311,73,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115402,1,2,1,73,1,1,544.1577802,73,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115402,1,3,1,73,1,1,544.1577802,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115402,1,4,1,73,1,1,544.1577802,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115403,1,1,1,73,1,1,206.49866186,73,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115403,1,2,1,73,1,1,206.49866186,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115404,1,2,1,73,1,1,439.8201837,73,2020,01,202001,80,1,3,3,2,,,9,2,,2,,,,,2
5115405,1,2,1,73,1,1,442.63598331,73,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115406,1,3,1,73,1,1,136.03944505,73,2020,01,202001,80,1,4,3,2,,,8,2,,2,,,,,2
5115407,1,2,1,73,1,1,394.5186264,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115411,1,2,1,73,1,1,352.29361331,73,2020,01,202001,80,1,2,3,1,,2,9,2,,2,,2,,828116,2
5115413,1,1,1,73,1,1,499.27737079,73,2020,01,202001,80,1,4,4,2,,,8,2,,2,,,,,2
5115413,1,2,1,73,1,1,499.27737079,73,2020,01,202001,80,1,4,5,2,,,9,3,,2,,,,,3
5115413,1,3,1,73,1,1,499.27737079,73,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115413,1,4,1,73,1,1,499.27737079,73,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115413,1,5,1,73,1,1,499.27737079,73,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115414,1,1,1,73,1,1,187.44009327,73,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115415,1,1,1,73,1,1,522.95651216,73,2020,01,202001,80,1,4,3,2,,,9,3,,2,,,,,3
5115415,1,2,1,73,1,1,522.95651216,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115417,1,3,1,73,1,1,189.85941354,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115418,1,2,1,73,1,1,348.63197109,73,2020,01,202001,80,1,4,5,2,,,10,3,,2,,,,,3
5115419,1,1,1,73,1,1,137.76780352,73,2020,01,202001,80,1,4,7,2,,,4,3,,2,,,,,3
5115419,1,2,1,73,1,1,137.76780352,73,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115419,1,4,1,73,1,1,137.76780352,73,2020,01,202001,80,2,,,,2,,,2,,2,,1,48,900000,2
5115420,1,3,1,73,1,1,415.28939271,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115422,1,1,1,73,1,1,492.61220977,73,2020,01,202001,80,1,4,1,1,,2,9,2,,2,,,,,2
5115424,1,5,1,73,1,1,136.03944505,73,2020,01,202001,80,1,4,1,2,,,8,2,,2,,,,,2
5115425,1,1,1,73,1,1,136.03944505,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115425,2,2,2,73,1,1,136.03944505,73,2020,01,202001,80,1,2,3,2,,,9,2,,2,,,,,2
5115425,3,1,3,73,1,1,136.03944505,73,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115427,1,3,1,73,1,1,136.03944505,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115428,1,1,1,73,1,1,136.03944505,73,2020,01,202001,80,1,1,7,2,,,9,2,,2,,1,36,900000,2
5115429,1,5,1,73,1,1,136.03944505,73,2020,01,202001,80,1,4,4,2,,,8,2,,2,,,,,2
5115431,1,1,1,73,1,1,184.46545664,73,2020,01,202001,80,1,1,4,2,,,4,2,,2,,,,,2
5115433,1,3,1,73,1,1,161.59968291,73,2020,01,202001,80,1,4,4,2,,,4,2,,2,,,,,2
5115434,1,1,1,73,1,1,487.37669215,73,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115434,1,3,1,73,1,1,487.37669215,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115435,1,4,1,73,1,1,239.55075081,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115437,1,1,1,73,1,1,213.13644516,73,2020,01,202001,80,1,4,4,2,,,8,2,,2,,,,,2
5115437,1,4,1,73,1,1,213.13644516,73,2020,01,202001,80,1,1,3,2,,,9,2,,2,,,,,2
5115438,1,1,1,73,1,1,136.03944505,73,2020,01,202001,80,1,4,5,2,,,8,3,,2,,,,,3
5115439,1,2,1,73,1,1,544.1577802,73,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115439,1,3,1,73,1,1,544.1577802,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115439,1,4,1,73,1,1,544.1577802,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115440,1,2,1,73,1,1,384.21235801,73,2020,01,202001,80,1,1,3,2,,,9,2,,2,,,,,2
5115442,1,1,1,73,1,1,158.7838833,73,2020,01,202001,80,1,4,1,2,,,11,2,,2,,,,,2
5115443,1,3,1,73,1,1,399.16864827,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115445,1,4,1,73,1,1,338.91080072,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115446,1,1,1,73,1,1,307.72475422,73,2020,01,202001,80,1,4,4,2,,,8,2,,2,,,,,2
5115446,1,4,1,73,1,1,307.72475422,73,2020,01,202001,80,1,2,4,2,,,4,2,,2,,,,,2
5115446,1,6,1,73,1,1,307.72475422,73,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115447,1,4,1,73,1,1,239.7217281,73,2020,01,202001,80,1,4,5,2,,,8,3,,2,,,,,3
5115447,1,5,1,73,1,1,239.7217281,73,2020,01,202001,80,1,4,4,2,,,8,2,,2,,,,,2
5115448,1,2,1,73,1,1,495.42800938,73,2020,01,202001,80,1,4,7,2,,,9,2,,2,,,,,2
5115449,1,2,1,73,1,1,439.8201837,73,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
5115455,1,2,1,76,1,1,1014.3513379,76,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115457,1,2,1,76,1,1,1295.4801456,76,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115459,1,1,1,76,1,1,1023.5168618,76,2020,01,202001,80,1,2,4,2,,,4,1,,2,,1,24,877000,2
5115459,1,2,1,76,1,1,1023.5168618,76,2020,01,202001,80,2,,,,2,,,2,,2,,,,,2
5115461,1,2,1,76,1,1,1456.0565075,76,2020,01,202001,80,1,4,3,2,,,9,2,,2,,,,,2
