DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,RAMA4D_D_R4,RAMA2D_D_R4,DSI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7250,P7260,P7280,P7310,P7320,P7350,P7360,P9460,P7390,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7422,P7422S1,P1806,P1519,P1883,OFICIO1,OFICIO2,DSCY
5111421,1,2,1,05,1,4921,49,1,1191.5308457,05,2020,01,202001,70,10,48,1,2,10,4,1,2,1,1,,,,,,,,2,,2000000,1,1,19,98,1
5111424,1,2,1,05,1,1089,10,1,1457.1509908,05,2020,01,202001,70,2,21,4,2,8,4,2,2,2,,,,,,,,1,2,,600000,2,,77,77,1
5111428,1,4,1,05,1,8412,84,1,579.63719234,05,2020,01,202001,70,24,48,1,2,100,4,9,2,1,1,,,,,,,,2,,2500000,1,2,19,19,2
5111435,1,1,1,05,1,8544,85,1,1141.3964791,05,2020,01,202001,70,8,48,1,2,7,4,9,2,1,,,1,,,,,,2,,3000000,2,,13,13,1
5111452,1,2,1,05,1,5619,56,1,977.60065268,05,2020,01,202001,70,10,48,1,2,10,1,9,2,2,,,,,,,,1,2,,980000,2,,53,53,1
5111452,1,4,1,05,1,.,,1,977.60065268,05,2020,01,202001,70,2,48,1,1,,,,,,,,,,,,,,,,980000,,,45,,1
5111454,1,1,1,05,1,5613,56,1,1235.3796506,05,2020,01,202001,70,2,60,1,2,2,1,9,2,9,,,,,,,,1,1,828000,870000,2,,53,53,1
5111454,1,2,1,05,1,.,,1,1235.3796506,05,2020,01,202001,70,4,48,1,1,,,,,,,,,,,,,,,,870000,,,33,,1
5111459,1,1,1,05,1,8530,85,1,918.06731453,05,2020,01,202001,70,72,48,1,2,624,2,9,2,1,,,,,,,,1,2,,1100000,3,,13,13,2
5111459,1,5,1,05,1,.,,1,918.06731453,05,2020,01,202001,70,52,48,1,1,,,,,,,,,,,,,,,,828116,,,38,,2
5111461,1,1,1,05,1,4752,47,1,900.90106861,05,2020,01,202001,70,1,48,1,2,52,1,5,2,1,,,,,,,,1,2,,828116,2,,45,40,1
5111463,1,1,1,05,1,1522,15,1,579.63719234,05,2020,01,202001,70,10,48,1,2,10,1,4,2,1,,,,,,,,1,2,,828116,2,,97,97,1
5111463,1,3,1,05,1,1522,15,1,579.63719234,05,2020,01,202001,70,52,48,4,2,20,5,3,2,2,,,,,,,,1,2,,1500000,2,,80,80,2
5111466,1,2,1,05,1,8415,84,1,789.20003098,05,2020,01,202001,70,52,48,2,2,12,4,9,2,7,,,,,,,,1,2,,3500000,2,,12,30,2
5111469,1,4,1,05,1,4772,47,1,660.29335627,05,2020,01,202001,70,4,48,1,2,4,1,3,2,1,,,,,,,,1,1,900000,1000000,2,,85,39,1
5111471,1,2,1,05,1,9700,97,1,749.53713045,05,2020,01,202001,70,52,48,1,2,208,3,1,2,2,,,,,,,,1,2,,828116,2,,55,54,2
5111471,1,3,1,05,1,.,,1,749.53713045,05,2020,01,202001,70,52,30,1,1,,,,,,,,,,,,,,,,828116,,,53,,2
5111474,1,1,1,05,1,1410,14,1,1185.8641822,05,2020,01,202001,70,104,48,1,2,104,1,8,2,4,,,,,,,,1,2,,828116,2,,55,79,2
5111474,1,4,1,05,1,4322,43,1,1185.8641822,05,2020,01,202001,70,4,48,1,2,4,1,5,2,1,,,,,,,,1,1,1180000,1000000,2,,87,87,1
5111475,1,2,1,05,1,8121,81,1,1016.270782,05,2020,01,202001,70,24,48,4,2,208,9,1,2,1,,,,,,,,1,2,,828116,2,,54,54,2
5111479,1,4,1,05,1,2593,25,1,735.28966195,05,2020,01,202001,70,52,48,1,2,52,1,8,2,1,,,,,,,,1,2,,828116,2,,87,87,2
5111482,1,1,1,05,1,4111,41,1,1586.0404898,05,2020,01,202001,70,100,60,4,2,100,1,9,2,8,,,,,,,,1,2,,828116,2,,54,59,2
5111483,1,2,1,05,1,2229,22,1,1360.850385,05,2020,01,202001,70,1,48,1,2,2,1,4,2,9,,,,,,,,1,1,828116,828116,2,,90,90,1
5111487,1,1,1,05,1,1410,14,1,1581.4882422,05,2020,01,202001,70,2,48,1,2,3,1,7,2,9,,,,,,,,1,1,371000,828116,2,,79,79,1
5111492,1,3,1,05,1,8610,86,1,1627.5960114,05,2020,01,202001,70,4,48,4,2,4,4,9,2,4,,,,,,,,1,2,,1200000,2,,39,39,1
5111495,1,1,1,05,1,4771,47,1,1626.5090236,05,2020,01,202001,70,4,48,1,2,2,1,3,2,1,,,,,,,,1,1,800000,828116,2,,45,45,1
5111499,1,1,1,05,1,9700,97,1,1662.8232251,05,2020,01,202001,70,3,48,3,2,3,3,1,2,1,,,,,,,,1,1,50000,980000,2,,54,54,1
5111508,1,1,1,05,1,4921,49,1,1457.1509908,05,2020,01,202001,70,4,48,1,2,4,1,9,2,8,,,,,,,,1,1,800000,828116,2,,98,98,1
5111517,1,2,1,05,1,2229,22,1,1529.3975836,05,2020,01,202001,70,40,48,1,2,40,1,9,1,1,1,,,,,,,,2,,828116,1,2,62,90,2
5111519,1,2,1,05,1,4711,47,1,1001.9410717,05,2020,01,202001,70,28,48,1,2,28,1,9,2,4,,,,,,,,1,2,,828116,2,,19,33,2
5111531,1,3,1,05,1,4921,49,1,1267.5612169,05,2020,01,202001,70,72,48,1,2,72,1,9,2,2,,,,,,,,1,2,,980000,2,,97,59,2
5111536,1,3,1,05,1,5619,56,1,758.4917841,05,2020,01,202001,70,52,48,1,2,52,1,4,2,1,,,,,,,,1,2,,828116,2,,39,97,2
5111538,1,2,1,05,1,4754,47,1,1127.0839446,05,2020,01,202001,70,11,48,1,2,4,1,6,2,1,,,,,,,,1,1,189000,980000,2,,21,16,1
5111540,1,1,1,05,1,4112,41,1,1345.1708915,05,2020,01,202001,70,3,48,1,2,4,1,4,2,1,,,,,,,,1,1,530000,828116,1,1,95,95,1
5111542,1,2,1,05,1,.,,1,1255.9562678,05,2020,01,202001,70,4,48,1,1,,,,,,,,,,,,,,,,828116,,,38,,1
5111552,1,2,1,05,1,.,,1,1255.9562678,05,2020,01,202001,70,4,48,1,1,,,,,,,,,,,,,,,,828116,,,45,,1
5111553,1,6,1,05,1,8291,82,1,1787.0846695,05,2020,01,202001,70,12,48,1,2,60,1,9,2,1,,,,,,,,1,2,,870000,2,,38,38,1
5111576,1,2,1,08,1,4711,47,1,690.76504709,08,2020,01,202001,70,4,48,1,2,12,1,9,2,1,,,,,,,,1,2,,600000,2,,33,33,1
5111580,1,3,1,08,1,8530,85,1,322.06166584,08,2020,01,202001,70,8,40,1,2,8,1,7,2,1,,,,,,,,1,2,,900000,2,,53,53,1
5111581,1,2,1,08,1,.,,1,635.34442441,08,2020,01,202001,70,2,48,5,1,,,,,,,,,,,,,,,,800000,,,51,,1
5111598,1,3,1,08,1,4921,49,1,905.08829257,08,2020,01,202001,70,28,48,4,2,30,4,1,2,4,,,,,,,,1,2,,900000,2,,98,98,2
5111602,1,11,1,08,1,.,,1,282.5169358,08,2020,01,202001,70,2,40,1,1,,,,,,,,,,,,,,,,500000,,,58,,1
5111603,1,3,1,08,1,5619,56,1,312.33351735,08,2020,01,202001,70,8,40,1,2,2,1,3,2,4,,,,,,,,1,1,45000,300000,2,,45,53,1
5111607,1,2,1,08,1,4719,47,1,447.08213526,08,2020,01,202001,70,8,48,3,2,48,1,3,2,1,,,,,,,,1,2,,880000,2,,54,45,1
5111607,1,4,1,08,1,8422,84,1,447.08213526,08,2020,01,202001,70,156,60,1,2,99,2,9,2,9,,,,,,,,1,2,,900000,3,,58,58,2
5111608,1,1,1,08,1,3314,33,1,909.96676035,08,2020,01,202001,70,2,48,1,2,2,1,4,2,1,,,,,,,,1,2,,800000,2,,03,03,1
5111616,1,2,1,08,1,8621,86,1,799.42306015,08,2020,01,202001,70,52,48,1,2,6,1,6,2,2,,,,,,,,1,2,,1200000,2,,07,07,2
5111617,1,2,1,08,1,6820,68,1,597.23811549,08,2020,01,202001,70,12,40,1,2,12,1,2,2,8,,,,,,,,1,2,,900000,2,,45,58,1
5111619,1,3,1,08,1,4649,46,1,300.30744036,08,2020,01,202001,70,4,48,1,2,52,1,3,2,1,,,,,,,1,,2,,980657,2,,32,32,1
5111619,1,5,1,08,1,.,,1,300.30744036,08,2020,01,202001,70,4,40,1,1,,,,,,,,,,,,,,,,877803,,,97,,1
5111625,1,2,1,08,1,4112,41,1,667.78981962,08,2020,01,202001,70,4,48,1,2,4,1,5,2,1,,,,,,,,1,1,250000,1000000,2,,95,95,1
5111628,1,2,1,08,1,5519,55,1,641.99537225,08,2020,01,202001,70,2,48,4,2,3,1,3,2,8,,,,,,,,1,1,600000,500000,2,,37,50,1
5111628,1,4,1,08,1,4759,47,1,641.99537225,08,2020,01,202001,70,32,48,1,2,32,1,9,2,8,,,,,,,,1,2,,600000,2,,97,97,2
5111629,1,2,1,08,1,8121,81,1,732.96204064,08,2020,01,202001,70,2,48,1,2,48,4,1,2,1,,,,,,,,1,2,,600000,2,,53,55,1
5111631,1,11,1,08,1,4112,41,1,653.67612539,08,2020,01,202001,70,78,48,1,2,78,1,9,2,8,,,,,,,,1,2,,828116,2,,95,95,2
5111635,1,9,1,08,1,9700,97,1,282.5169358,08,2020,01,202001,70,20,20,3,2,52,3,1,2,4,,,,,,,,1,2,,300000,2,,54,54,2
5111638,1,4,1,08,1,.,,1,575.19293125,08,2020,01,202001,70,156,48,1,1,,,,,,,,,,,,,,,,858000,,,39,,2
5111640,1,5,1,08,1,4220,42,1,548.44632948,08,2020,01,202001,70,8,24,1,2,52,1,5,2,1,,,,,,,,1,2,,414000,2,,33,99,1
5111648,1,2,1,08,1,8544,85,1,538.4493334,08,2020,01,202001,70,2,48,1,2,2,1,9,2,1,1,,,,,,,,1,850000,1500000,1,1,11,39,1
5111653,1,1,1,08,1,8530,85,1,918.76655029,08,2020,01,202001,70,16,48,1,2,54,1,9,2,1,,,,,,,,1,2,,828116,2,,53,53,2
5111657,1,2,1,08,1,9602,96,1,789.50296677,08,2020,01,202001,70,24,60,1,2,1,1,5,2,9,,,,,,,,1,1,828116,880000,2,,32,32,2
5111676,1,3,1,08,1,6209,62,1,482.79667602,08,2020,01,202001,70,52,48,1,2,52,1,2,2,4,,,,,,,,1,2,,828116,2,,33,33,2
5111679,1,3,1,08,1,3011,30,1,633.71450793,08,2020,01,202001,70,6,48,1,2,6,1,9,2,8,,,,,,,,1,2,,830000,2,,97,95,1
5111725,1,4,1,11,1,4321,43,1,2998.0990682,11,2020,01,202001,70,3,48,1,2,3,1,9,2,2,,,,,,,,1,1,500000,1700000,2,,30,30,1
5111728,1,3,1,11,1,6512,65,1,3614.2805364,11,2020,01,202001,70,8,48,1,2,8,1,5,2,8,,,,,,,,1,2,,1200000,2,,19,19,1
5111729,1,3,1,11,1,4771,47,1,2789.6416889,11,2020,01,202001,70,32,48,1,2,52,1,3,2,2,1,,,,,,,,2,,828116,1,1,45,45,2
5111730,1,1,1,11,1,7110,71,1,3552.7690256,11,2020,01,202001,70,52,40,4,2,36,1,5,2,5,1,,,,,,,,2,,2500000,1,1,13,21,2
5111733,1,3,1,11,1,7110,71,1,1535.5894589,11,2020,01,202001,70,64,48,1,2,64,1,6,2,8,,,,,,,,1,2,,950000,2,,03,03,2
5111736,1,1,1,11,1,8412,84,1,3552.7690256,11,2020,01,202001,70,3,48,1,2,4,4,9,2,8,1,,,,,,,,2,,2500000,1,1,21,21,1
5111741,1,3,1,11,1,8692,86,1,3156.0136656,11,2020,01,202001,70,96,48,1,2,72,4,1,2,3,1,,,,,,,,2,,1700000,1,1,19,19,2
5111745,1,1,1,11,1,7020,70,1,2986.7379719,11,2020,01,202001,70,3,40,4,2,3,4,9,2,1,1,,,,,,,,1,3400000,3500000,1,1,09,09,1
5111752,1,2,1,11,1,8512,85,1,3111.018681,11,2020,01,202001,70,4,40,1,2,6,1,4,2,2,,,,,,,,1,2,,900000,2,,13,13,1
5111757,1,1,1,11,1,8530,85,1,3387.1789855,11,2020,01,202001,70,7,40,1,2,7,1,9,2,7,,,,,,,,1,2,,1500000,2,,13,13,1
5111760,1,3,1,11,1,8220,82,1,3222.4849818,11,2020,01,202001,70,1,48,1,2,4,1,9,2,7,,,,,,,,1,2,,828116,2,,38,38,1
5111760,1,4,1,11,1,5619,56,1,3222.4849818,11,2020,01,202001,70,20,48,1,2,52,6,2,2,2,,,,,,,,1,2,,828116,2,,45,97,2
5111768,1,3,1,11,1,3110,31,1,2807.8922661,11,2020,01,202001,70,20,48,1,2,20,1,4,2,2,,,,,,,,1,2,,828116,2,,39,95,2
5111768,1,5,1,11,1,6820,68,1,2807.8922661,11,2020,01,202001,70,24,48,1,2,24,1,9,2,4,,,,,,,,1,2,,828116,2,,38,44,2
5111772,1,5,1,11,1,.,,1,1604.070537,11,2020,01,202001,70,3,20,1,1,,,,,,,,,,,,,,,,450000,,,45,,1
5111782,1,2,1,11,1,4781,47,1,2693.4068082,11,2020,01,202001,70,12,48,1,2,12,4,2,2,1,,,,,,,,1,2,,900000,2,,39,45,1
5111788,1,2,1,11,1,4921,49,1,3552.7690256,11,2020,01,202001,70,110,48,1,2,4,4,1,2,1,,,,,,,,1,1,98,1100000,1,1,58,98,2
5111790,1,2,1,11,1,4789,47,1,3632.9767421,11,2020,01,202001,70,2,48,1,2,2,1,2,2,4,,,,,,,,1,2,,500000,2,,45,45,1
5111794,1,2,1,11,1,4111,41,1,3364.9811619,11,2020,01,202001,70,1,48,1,2,110,1,9,2,1,,,,,,,,1,2,,828116,2,,55,55,1
5111794,1,4,1,11,1,4723,47,1,3364.9811619,11,2020,01,202001,70,52,48,1,2,8,1,3,2,1,,,,,,,,1,2,,828116,2,,97,45,2
5111800,1,2,1,11,1,4771,47,1,1778.5584763,11,2020,01,202001,70,24,40,1,2,36,4,1,2,3,,,,,,,,1,2,,828116,1,1,33,41,2
5111801,1,2,1,11,1,4663,46,1,3555.9739446,11,2020,01,202001,70,192,48,1,2,192,1,8,2,1,,,,,,,,1,2,,1200000,2,,32,32,2
5111806,1,1,1,11,1,9700,97,1,2406.1010407,11,2020,01,202001,70,3,16,3,2,3,3,1,2,1,,,,,,,,1,1,300000,400000,2,,54,54,1
5111808,1,2,1,11,1,4772,47,1,2917.5541542,11,2020,01,202001,70,8,48,1,2,8,1,3,2,4,,,,,,,,1,2,,828116,2,,39,45,1
5111816,1,1,1,11,1,1040,10,1,3425.278616,11,2020,01,202001,70,8,48,1,2,8,1,9,2,2,,,,,,,,1,2,,828116,2,,97,97,1
5111822,1,8,1,11,1,8220,82,1,1535.5894589,11,2020,01,202001,70,3,48,1,2,72,1,9,2,2,,,,,,,,1,2,,1000000,2,,38,38,1
5111828,1,1,1,11,1,8230,82,1,3614.2805364,11,2020,01,202001,70,6,48,1,2,8,1,6,2,8,,,,,,,,1,2,,1200000,2,,16,16,1
5111832,1,2,1,11,1,9700,97,1,3668.5930929,11,2020,01,202001,70,52,48,1,2,52,3,1,2,2,,,,,,,,1,2,,828116,2,,79,54,2
5111846,1,1,1,11,1,9700,97,1,2765.0739057,11,2020,01,202001,70,99,48,3,2,99,3,1,2,1,,,,,,,,1,2,,828116,2,,54,54,2
5111850,1,2,1,11,1,4771,47,1,2139.6505867,11,2020,01,202001,70,2,48,1,2,5,4,1,2,1,,,,,,,,1,2,,828116,2,,45,41,1
5111850,1,6,1,11,1,4632,46,1,2139.6505867,11,2020,01,202001,70,1,30,1,2,96,1,4,2,2,,,,,,,,1,2,,500000,2,,53,45,1
5111855,1,2,1,11,1,9700,97,1,3097.0207977,11,2020,01,202001,70,5,48,1,2,48,4,3,2,2,,,,,,,,1,2,,877803,2,,59,59,1
5111861,1,3,1,11,1,8544,85,1,2316.0980731,11,2020,01,202001,70,8,48,1,2,8,1,9,2,4,,,,,,,,1,2,,2500000,2,,13,13,1
5111861,1,4,1,11,1,9700,97,1,2316.0980731,11,2020,01,202001,70,8,40,1,2,8,3,1,2,1,,,,,,,,1,2,,780000,2,,44,54,1
5111863,1,1,1,11,1,3250,32,1,3757.6147313,11,2020,01,202001,70,16,48,1,2,16,4,1,2,8,,,,,,,,1,2,,877803,2,,95,94,2
5111867,1,3,1,11,1,1410,14,1,2209.6707735,11,2020,01,202001,70,52,72,1,2,24,4,5,2,1,,,,,,,,1,2,,828116,2,,38,79,2
5111867,1,5,1,11,1,4921,49,1,2209.6707735,11,2020,01,202001,70,1,112,2,2,52,4,1,2,1,,,,,,,,1,2,,98,2,,58,98,1
5111869,1,2,1,11,1,7310,73,1,3153.3678424,11,2020,01,202001,70,8,40,1,2,104,1,3,2,1,,,,,,,,1,2,,830000,2,,16,16,1
5111871,1,1,1,11,1,4112,41,1,1706.8913788,11,2020,01,202001,70,3,48,4,2,3,4,1,2,2,,,,,,,,1,1,800000,1800000,2,,95,95,1
5111876,1,1,1,11,1,4631,46,1,4283.383146,11,2020,01,202001,70,72,48,1,2,96,1,7,2,2,,,,,,,,1,2,,1500000,2,,21,21,2
5111879,1,2,1,11,1,.,,1,3387.4695873,11,2020,01,202001,70,50,48,1,1,,,,,,,,,,,,,,,,828116,,,45,,2
5111879,1,3,1,11,1,.,,1,3387.4695873,11,2020,01,202001,70,8,48,1,1,,,,,,,,,,,,,,,,828116,,,45,,1
5111886,1,2,1,11,1,6820,68,1,2630.7424499,11,2020,01,202001,70,10,48,1,2,10,1,3,2,4,,,,,,,,1,2,,1200000,2,,45,58,1
5111886,1,3,1,11,1,7310,73,1,2630.7424499,11,2020,01,202001,70,12,48,1,2,12,1,3,2,2,,,,,,,,1,2,,1200000,2,,92,92,1
5111890,1,3,1,11,1,4111,41,1,3940.1023277,11,2020,01,202001,70,8,40,1,2,1,2,2,2,4,,,,,,,,1,1,300000,98,2,,58,95,1
5111892,1,2,1,11,1,.,,1,3797.4139347,11,2020,01,202001,70,24,48,1,1,,,,,,,,,,,,,,,,828116,,,38,,2
5111892,1,3,1,11,1,.,,1,3797.4139347,11,2020,01,202001,70,24,48,4,1,,,,,,,,,,,,,,,,500000,,,53,,2
5111896,1,1,1,11,1,0910,09,1,3624.436123,11,2020,01,202001,70,8,30,5,2,8,4,5,2,1,1,,,1,,,,,2,,5000000,1,1,21,02,1
5111897,1,1,1,11,1,8559,85,1,4375.8626393,11,2020,01,202001,70,6,40,1,2,6,1,9,2,3,,,1,,,,,,2,,5000000,2,,13,13,1
5111926,1,3,1,13,1,8530,85,1,129.87280534,13,2020,01,202001,70,12,48,1,2,12,1,9,2,1,,,,,,,,1,2,,900000,2,,39,53,1
5111931,1,2,1,13,1,9492,94,1,366.60045646,13,2020,01,202001,70,8,40,1,2,96,2,9,2,1,,,,,,,,1,2,,800000,2,,45,59,1
5111939,1,3,1,13,1,9700,97,1,173.16374046,13,2020,01,202001,70,24,48,3,2,24,3,2,2,1,,,,,,,,1,2,,500000,2,,54,59,2
5111939,1,4,1,13,1,9700,97,1,173.16374046,13,2020,01,202001,70,2,48,3,2,2,3,1,2,1,,,,,,,,1,1,400000,500000,2,,54,54,1
5111946,1,2,1,13,1,9499,94,1,366.60045646,13,2020,01,202001,70,8,48,1,2,8,4,6,2,1,,,,,,,,1,1,500000,1200000,2,,97,98,1
5111958,1,5,1,13,1,4772,47,1,173.16374046,13,2020,01,202001,70,2,40,1,2,2,1,9,2,1,,,,,,,,1,1,1200000,877803,2,,45,45,1
5111968,1,1,1,13,1,8412,84,1,1385.3099237,13,2020,01,202001,70,2,48,4,2,2,4,9,2,1,,,,,,,,1,1,1500000,1500000,2,,39,39,1
5111973,1,2,1,13,1,8530,85,1,449.89278167,13,2020,01,202001,70,11,48,1,2,11,1,4,2,1,,,,,,,,1,2,,700000,2,,13,13,1
5111976,1,3,1,13,1,9609,96,1,173.16374046,13,2020,01,202001,70,6,48,1,2,6,1,3,2,4,,,,,,,,1,2,,900000,2,,30,30,1
5111994,1,3,1,15,1,8412,84,1,119.16712432,15,2020,01,202001,70,20,48,2,2,50,2,5,2,1,,1,,,,,,,2,,3000000,1,2,12,32,2
5111995,1,7,1,15,1,8413,84,1,153.49480211,15,2020,01,202001,70,4,40,2,2,7,2,6,2,4,,,,,,,,1,1,500000,828116,2,,19,19,1
5111996,1,2,1,15,1,8530,85,1,180.23691154,15,2020,01,202001,70,4,40,2,2,104,1,7,2,4,,,,,,,,1,2,,828116,2,,13,13,1
5111999,1,4,1,15,1,4210,42,1,69.720542277,15,2020,01,202001,70,24,48,1,2,24,1,6,2,4,,,,,,,,1,2,,2000000,2,,02,02,2
5112005,1,1,1,15,1,5611,56,1,78.772506881,15,2020,01,202001,70,6,40,1,2,6,1,4,2,1,,,,,,,,1,1,1500000,828116,2,,53,53,1
5112011,2,1,2,15,1,4761,47,1,67.94066445,15,2020,01,202001,70,2,40,1,2,2,1,2,2,1,,,,,,,,1,1,600000,1000000,2,,59,21,1
5112046,1,2,1,17,1,5613,56,1,215.32330398,17,2020,01,202001,70,12,22,1,2,15,1,3,2,2,,,,,,,,1,2,,400000,2,,55,53,1
5112052,1,2,1,17,1,4111,41,1,213.10851449,17,2020,01,202001,70,6,48,1,2,6,1,7,2,4,,,,,,,,1,2,,877803,2,,95,93,1
5112060,1,4,1,17,1,4921,49,1,168.23272613,17,2020,01,202001,70,4,48,1,2,2,4,1,2,2,,,,,,,,1,1,500000,877803,2,,98,98,1
5112060,1,5,1,17,1,0113,01,1,168.23272613,17,2020,01,202001,70,6,48,8,2,6,8,3,2,1,,,,,,,,1,2,,877803,2,,62,62,1
5112068,1,1,1,17,1,8890,88,1,230.58833035,17,2020,01,202001,70,2,48,1,2,11,1,6,2,2,,,,,,,,1,2,,1400000,2,,59,59,1
5112071,1,3,1,17,1,.,,1,213.10851449,17,2020,01,202001,70,2,50,1,1,,,,,,,,,,,,,,,,700000,,,33,,1
5112079,1,2,1,17,1,5224,52,1,229.99866871,17,2020,01,202001,70,48,48,1,2,8,4,1,2,2,,,,,,,,1,2,,828116,2,,98,97,2
5112084,1,2,1,17,1,1040,10,1,308.58343759,17,2020,01,202001,70,4,48,1,2,36,1,2,2,2,,,,,,,,1,2,,828116,2,,57,45,1
5112095,1,3,1,18,1,8412,84,1,60.88707334,18,2020,01,202001,70,2,48,2,2,4,2,9,2,1,,,,,,,,1,1,1300000,1300000,2,,13,13,1
5112101,1,2,1,18,1,5224,52,1,69.522931263,18,2020,01,202001,70,3,48,1,2,3,4,1,2,1,,,,,,,,1,1,400000,800000,2,,97,97,1
5112101,1,3,1,18,1,5611,56,1,69.522931263,18,2020,01,202001,70,8,48,1,2,8,1,2,2,1,,,,,,,,1,1,500000,830000,2,,53,53,1
5112102,1,2,1,18,1,7729,77,1,49.642637857,18,2020,01,202001,70,1,48,1,2,12,1,3,2,2,,,,,,,,1,2,,830000,2,,45,45,1
5112104,1,1,1,18,1,5611,56,1,87.506852596,18,2020,01,202001,70,2,48,1,2,2,1,4,2,1,,,,,,,,1,1,830000,830000,2,,53,53,1
5112109,1,1,1,18,1,4772,47,1,79.564986744,18,2020,01,202001,70,4,48,4,2,4,1,2,2,1,,,,,,,,1,2,,800000,2,,54,45,1
5112110,1,2,1,18,1,4330,43,1,60.596064386,18,2020,01,202001,70,4,48,4,2,4,4,2,2,1,,,,,,,,1,1,600000,800000,2,,95,95,1
5112111,1,1,1,18,1,8010,80,1,61.961820165,18,2020,01,202001,70,2,48,1,2,2,1,9,2,3,,,1,,,,,,1,917000,828000,2,,58,58,1
5112115,1,2,1,18,1,8121,81,1,112.19870215,18,2020,01,202001,70,5,48,4,2,5,4,1,2,1,,,,,,,,1,2,,700000,2,,54,54,1
5112115,1,5,1,18,1,4542,45,1,112.19870215,18,2020,01,202001,70,4,48,1,2,4,4,1,2,1,,,,,,,,1,1,450000,800000,2,,84,84,1
5112115,1,6,1,18,1,4711,47,1,112.19870215,18,2020,01,202001,70,4,48,1,2,4,1,4,2,1,,,,,,,,1,1,950000,950000,2,,45,45,1
5112115,1,7,1,18,1,.,,1,112.19870215,18,2020,01,202001,70,1,48,1,1,,,,,,,,,,,,,,,,900000,,,45,,1
5112121,1,1,1,18,1,4722,47,1,76.322541914,18,2020,01,202001,70,8,48,4,2,8,4,2,2,1,,,,,,,,1,2,,1200000,2,,95,41,1
5112121,1,2,1,18,1,9700,97,1,76.322541914,18,2020,01,202001,70,8,48,3,2,8,3,1,2,1,,,,,,,,1,2,,600000,2,,54,54,1
5112121,1,5,1,18,1,4772,47,1,76.322541914,18,2020,01,202001,70,30,48,1,2,30,1,5,2,1,,,,,,,,1,2,,900000,2,,45,45,2
5112122,1,1,1,18,1,5611,56,1,74.853008751,18,2020,01,202001,70,6,40,4,2,6,1,3,2,1,,,,,,,,1,2,,800000,2,,51,53,1
5112135,1,2,1,18,1,4731,47,1,91.229253946,18,2020,01,202001,70,16,48,1,2,16,1,4,2,1,,,,,,,,1,1,700000,1200000,2,,59,45,2
5112135,1,3,1,18,1,5630,56,1,91.229253946,18,2020,01,202001,70,2,48,1,2,2,1,3,2,1,,,,,,,,1,1,600000,700000,2,,53,50,1
5112143,1,1,1,18,1,4771,47,1,80.086973492,18,2020,01,202001,70,4,50,1,2,4,1,3,2,1,,,,,,,,1,2,,600000,2,,45,45,1
5112163,1,1,1,18,1,4771,47,1,89.156626841,18,2020,01,202001,70,1,48,1,2,1,1,3,2,2,,,,,,,,1,1,900000,828116,2,,44,40,1
5112167,1,2,1,18,1,9499,94,1,40.142213983,18,2020,01,202001,70,8,48,1,2,8,1,6,2,1,,,,,,,,1,2,,1000000,2,,11,11,1
5112179,1,1,1,18,1,8621,86,1,68.323572403,18,2020,01,202001,70,12,50,1,2,12,1,4,9,1,,,,,,,,1,2,,800000,2,,59,59,1
5112184,1,2,1,18,1,4631,46,1,78.689103624,18,2020,01,202001,70,18,50,1,2,20,1,5,2,1,,,,,,,,1,2,,800000,2,,45,45,2
5112205,1,1,1,19,1,6910,69,1,138.04154261,19,2020,01,202001,70,52,45,1,2,52,4,1,2,1,,,,,,,,1,2,,5000000,2,,12,12,2
5112210,1,1,1,19,1,4111,41,1,137.57984323,19,2020,01,202001,70,2,45,1,2,2,4,2,2,3,,,,,,,,1,2,,828000,2,,95,95,1
5112214,1,3,1,19,1,4210,42,1,83.356912484,19,2020,01,202001,70,24,45,1,2,24,4,9,2,1,,,,,,,,1,2,,1500000,2,,02,02,2
5112214,1,5,1,19,1,4781,47,1,83.356912484,19,2020,01,202001,70,4,45,1,2,2,4,2,2,1,,,,,,,,1,2,,828000,2,,45,53,1
5112218,1,2,1,19,1,4724,47,1,61.118481244,19,2020,01,202001,70,100,40,1,2,156,1,9,2,1,,,,,,,,1,2,,828116,2,,45,45,2
5112219,1,1,1,19,1,4111,41,1,61.118481244,19,2020,01,202001,70,48,40,4,2,48,1,4,2,1,,,,,,,,1,2,,600000,2,,95,95,2
5112219,1,3,1,19,1,6910,69,1,61.118481244,19,2020,01,202001,70,8,40,1,2,8,1,4,2,1,,,,,,,,1,1,950000,850000,2,,55,55,1
5112219,1,6,1,19,1,4290,42,1,61.118481244,19,2020,01,202001,70,24,40,1,2,24,1,8,2,1,,,,,,,,1,2,,800000,2,,95,95,2
5112220,1,1,1,19,1,4520,45,1,143.48147,19,2020,01,202001,70,2,40,4,2,5,4,1,2,1,,,,,,,,1,1,1500000,800000,2,,87,87,1
5112224,1,1,1,19,1,4112,41,1,61.118481244,19,2020,01,202001,70,4,54,1,2,4,1,2,2,1,,,,,,,,1,1,60000,600000,2,,95,95,1
5112224,1,9,1,19,1,8422,84,1,61.118481244,19,2020,01,202001,70,48,48,1,2,84,2,9,2,1,,,,,,,,1,2,,900000,2,,58,58,2
